Compartment	Contrast	Time	Age	OTU_ID	baseMean	estimate	stderror	statistic	p.value	p.adjusted	Kingdom	Phylum	Class	Order	Family	Genus	Species
RS	WC_vs_D3	1	10	178178	134.046809928318	-3.78225941803125	0.961755758743792	-4.55101998604662	5.33864761013546e-06	0.00239102525104982	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Gloeotrichia	unclassified
RS	WC_vs_D3	1	10	588703	36.636986354705	-3.22268123719324	0.675461932743592	-4.52317843876214	6.09178407910781e-06	0.00239102525104982	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D3	1	10	815406	5.91880749340084	0.41787560928935	1.02263171616957	4.76646656640303	1.87484824029269e-06	0.00147175586862976	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D3	1	10	209202	3.48486297472155	-3.07862635525889	0.905491031135586	-5.74766290284015	9.0485407731957e-09	1.42062090139173e-05	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	unclassified
RS	WC_vs_D3	1	10	249472	23.5076118001536	3.10525397918255	0.775214706438375	3.94518964082125	7.97368477791247e-05	0.020864475168871	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	unclassified	unclassified
RS	WC_vs_D3	1	10	730204	1.32372807819189	-0.120629182541308	0.804467929114427	-3.97146639963259	7.14315767884717e-05	0.020864475168871	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
RS	WC_vs_D3	1	10	788334	17.5497638186501	-2.75910749307849	0.714480579383318	-3.73635487185764	0.000186707126052243	0.0418757411288602	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	unclassified
RS	WC_vs_D1	2	20	237315	5.61806663904381	-0.813604796366506	1.02565205616516	-5.6278824140865	1.82435378864718e-08	7.54370291605611e-05	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	unclassified	unclassified
RS	WC_vs_D2	2	20	237315	5.61806663904381	-0.719973841715393	1.02559928776283	-5.59855671528573	2.16143692493236e-08	1.17690240562567e-05	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	unclassified	unclassified
RS	WC_vs_D2	2	20	335316	13.4400321610908	-3.36794499059416	0.90216819436601	-3.63628233486159	0.000276601159394077	0.0254121349596623	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified
RS	WC_vs_D2	2	20	141531	5.61379335438027	1.77117240682009	1.0206132371513	16.7921923604696	2.78369131628616e-63	3.03143984343562e-60	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D2	2	20	179879	201.027342892585	-1.8971620742873	0.52448069937932	-3.63311188111733	0.000280023525726306	0.0254121349596623	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	2	20	592970	101.089983193748	-2.203843014221	0.588763157673917	-3.75100520493687	0.00017612704303614	0.0220134174056781	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	2	20	4480593	13.3814929823907	-2.67932153009551	0.710998513217183	-3.73186041967065	0.000190070816283119	0.0220134174056781	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	2	20	688259	8.06930034148136	2.08698871599421	0.57567323649225	3.5609344481588	0.000369537338931598	0.0309558586228085	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Couchioplanes	unclassified
RS	WC_vs_D2	2	20	530796	3.37416394411055	-3.22240188390041	0.832509869256168	-3.71632265544663	0.00020214341052046	0.0220134174056781	Bacteria	WS4	unclassified	unclassified	unclassified	unclassified	unclassified
RS	WC_vs_D2	2	20	1082846	7.44492872665555	-4.35171817415047	0.756042516818818	-5.52403684295272	3.31297943817631e-08	1.202611536058e-05	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified
RS	WC_vs_D2	2	20	583051	78.69400371337	-2.08219478240892	0.543130984435357	-3.84367878266864	0.000121203628262516	0.01885582159684	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	2	20	590693	37.1097819372587	-2.23344390754401	0.572520142229018	-3.89452281712719	9.83922303784203e-05	0.01885582159684	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D2	2	20	579757	11.7688745672646	-2.87397364769294	0.823359693231899	-3.87583675263371	0.000106258909637916	0.01885582159684	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D2	2	20	148273	54.9119246773426	-2.69940958290558	0.642399225627331	-4.23072279187057	2.32941597798144e-05	0.00634183500005446	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	2	20	256335	5.23290978092694	1.92067567337402	0.53315003852909	3.50894681711948	0.000449884854726585	0.0349946147712322	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	unclassified
RS	WC_vs_D3	2	20	237315	5.61806663904381	-1.80397974794331	1.02512493128793	-7.01200811100969	2.34921581221304e-12	1.65502253970409e-09	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	unclassified	unclassified
RS	WC_vs_D3	2	20	549954	125.694966298585	0.881998182366345	0.234513321774437	3.76310088928747	0.000167819459294687	0.0295572022682767	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	unclassified	unclassified	unclassified
RS	WC_vs_D3	2	20	4439656	6.53702786836127	-3.96857013978148	0.989614366805076	-3.96714428460931	7.27389603163849e-05	0.0146413135836838	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified
RS	WC_vs_D3	2	20	759624	8.11822409552996	-3.21646621028988	0.7100655653666	-4.41401105343179	1.01472774352988e-05	0.00238291898438934	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
RS	WC_vs_D3	2	20	1074016	224.464889465067	-3.01957963588343	0.606404612294621	-4.94228604208083	7.72118200894618e-07	0.000271978636265129	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
RS	WC_vs_D3	2	20	816505	3.40899179533525	-3.41763052494782	0.859501409046272	-3.60851405308277	0.000307955835674237	0.0433909772465	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	WC_vs_D3	2	20	1054879	2.52345619787898	3.09603888470415	0.82578606088654	3.68393408023423	0.000229661657737235	0.0359548084168626	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	unclassified	unclassified
RS	WC_vs_D3	2	20	532331	48.9273163732081	-1.73838191065439	0.487651044140028	-3.57290418866509	0.000353043959782855	0.0452217217576402	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
RS	WC_vs_D3	2	20	593171	5.61293396731777	-4.6239688804521	0.932110330662323	-4.78791268174975	1.68524939066074e-06	0.000474903278288196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	fulvum
RS	WC_vs_D3	2	20	324366	4.69942022264822	-0.719432984620746	1.01578084683306	-11.6700499421744	1.81316773188613e-31	2.55475333422756e-28	Bacteria	Gemmatimonadetes	Gemmatimonadetes	KD8-87	unclassified	unclassified	unclassified
RS	WC_vs_D3	2	20	1052930	38.7708269601728	-4.05738714880765	0.635060743212882	-6.22041841680019	4.95830830271672e-10	2.32875213284262e-07	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	unclassified
RS	WC_vs_D1	3	31	141531	5.61379335438027	0.476965142662894	1.01913396241736	16.115735759926	1.97795673527412e-58	8.17885110035848e-55	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D1	3	31	818239	5.49603947000099	1.44450012975507	1.01789823060227	8.16772590073802	3.14256918961389e-16	4.33150786635115e-13	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D1	3	31	324366	4.69942022264822	0.191651155960488	1.01660141896242	10.5538712589878	4.87463013627973e-26	1.00782978067583e-22	Bacteria	Gemmatimonadetes	Gemmatimonadetes	KD8-87	unclassified	unclassified	unclassified
RS	WC_vs_D1	3	31	4366540	1.21127545360075	0.157571826562618	0.713816796666629	4.5106461506127	6.46304540599882e-06	0.00668117318845128	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
RS	WC_vs_D1	3	31	730204	1.32372807819189	-0.101967746498251	0.810856233134826	-4.37023106489944	1.24115130402679e-05	0.0102643212843016	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
RS	WC_vs_D2	3	31	1078248	1.65338182618898	1.70340591969305	1.01414730176894	7.64652758453483	2.06479184339592e-14	8.53791427244214e-11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified
RS	WC_vs_D2	3	31	4366540	1.21127545360075	0.156797148407668	0.713858199142968	4.49590374985629	6.92750701103599e-06	0.00954841383021128	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
RS	WC_vs_D2	3	31	730204	1.32372807819189	-0.304189968879438	0.811248171721058	-4.78401166966614	1.7183070123136e-06	0.00355259974795836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
RS	WC_vs_D3	3	31	324366	4.69942022264822	0.194121504208081	1.01666263278326	10.7771687311327	4.41258852522119e-27	1.82460535517896e-23	Bacteria	Gemmatimonadetes	Gemmatimonadetes	KD8-87	unclassified	unclassified	unclassified
RS	WC_vs_D3	3	31	4366540	1.21127545360075	0.157264945264738	0.713854047221638	4.46666674897857	7.94477415131457e-06	0.0109505470385619	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
RS	WC_vs_D3	3	31	730204	1.32372807819189	-0.0538594659153488	0.810761476042471	-4.19673706814101	2.70787995635711e-05	0.0279927090488416	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
RS	WC_vs_D3	3	31	1107044	1.32318721185714	-0.196487491846695	0.80004220392852	-5.18143373273299	2.20186816494667e-07	0.000455236243102724	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	auto67_4W	unclassified	unclassified
RS	WC_vs_D1	4	41	588703	36.636986354705	2.37618118839591	0.570940750101815	4.12938037999955	3.63742188828985e-05	0.0300814790161571	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D1	4	41	1021984	17.4025587414289	2.71072725581498	0.575310459279747	4.66699018329414	3.05643926887298e-06	0.00315959409419744	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	WC_vs_D1	4	41	324366	4.69942022264822	-1.16542185679016	1.01655634021057	-11.9995770221139	3.57116783999933e-33	1.47667790183973e-29	Bacteria	Gemmatimonadetes	Gemmatimonadetes	KD8-87	unclassified	unclassified	unclassified
RS	WC_vs_D1	4	41	4366540	1.21127545360075	0.869831090690886	0.710407587727338	4.84572931001595	1.26147414399149e-06	0.0017387318618016	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
RS	WC_vs_D1	4	41	1107044	1.32318721185714	0.443038834794147	0.794385040528225	5.22983975931673	1.69657029810352e-07	0.000350765909132903	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	auto67_4W	unclassified	unclassified
RS	WC_vs_D2	4	41	1120118	3.57955552562585	1.85056010886544	1.01039627568047	7.78530230935621	6.95467105311897e-15	1.43787824023235e-11	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified
RS	WC_vs_D2	4	41	209202	3.48486297472155	1.29320551310245	0.902153857298842	4.48750615335808	7.20617314018767e-06	0.004966254322446	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	unclassified
RS	WC_vs_D2	4	41	1021984	17.4025587414289	2.77587624284902	0.575069416496504	4.76887330484576	1.85259119434885e-06	0.0015320929177265	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	WC_vs_D2	4	41	324366	4.69942022264822	-0.725418233045469	1.01528803643832	-11.3001146083766	1.31046861771565e-29	5.4187877342542e-26	Bacteria	Gemmatimonadetes	Gemmatimonadetes	KD8-87	unclassified	unclassified	unclassified
RS	WC_vs_D2	4	41	4366540	1.21127545360075	0.871099520074922	0.710407587727338	4.88068322972483	1.05718937206438e-06	0.00109286951337155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
RS	WC_vs_D2	4	41	1107044	1.32318721185714	0.444733039163988	0.794636077777191	5.25359763682152	1.49156546259802e-07	0.00020558743959476	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	auto67_4W	unclassified	unclassified
RS	WC_vs_D3	4	41	1139285	5.36576730209281	2.84246496373519	1.01918722446453	7.61205909718404	2.69763152290561e-14	3.71823544907157e-11	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified
RS	WC_vs_D3	4	41	1120118	3.57955552562585	1.83590740421597	1.00963411847478	7.61899640138537	2.55655590497988e-14	3.71823544907157e-11	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified
RS	WC_vs_D3	4	41	1021984	17.4025587414289	2.6459450427657	0.574180031005315	4.5710489015582	4.85289008084977e-06	0.00501667512107845	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	WC_vs_D3	4	41	324366	4.69942022264822	-0.30253365183611	1.0123715278012	-10.4019454066771	2.42922262359589e-25	1.0044835548569e-21	Bacteria	Gemmatimonadetes	Gemmatimonadetes	KD8-87	unclassified	unclassified	unclassified
RS	WC_vs_D1	5	52	141531	5.61379335438027	-0.925095713058291	1.01855853052882	-15.5363226347656	1.96966140170106e-54	2.30253417858854e-51	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D1	5	52	906820	146.640488487496	-0.715696187884947	0.199706028707199	-3.58202147447241	0.000340945758529661	0.0498206989651467	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	unclassified
RS	WC_vs_D1	5	52	531901	217.257227689466	2.58780470688489	0.705640679379837	3.7542422894927	0.000173866623932072	0.029035726196656	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D1	5	52	592970	101.089983193748	2.23227338589274	0.593053592949109	3.77942138673416	0.000157193210831659	0.029035726196656	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D1	5	52	697479	2.54839923236599	-1.02921406904661	0.897370949084159	-6.59820871956142	4.16155126938261e-11	2.43242671695413e-08	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified
RS	WC_vs_D1	5	52	635410	3.63782318935432	-0.251599971673189	1.01795575575171	-6.27685271181551	3.45495084871004e-10	1.34627918071401e-07	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D1	5	52	730387	4.49737287899509	4.10906114935219	0.867036030821857	4.63625555003986	3.54777310215411e-06	0.00103683668910454	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D1	5	52	788334	17.5497638186501	2.79890301576477	0.642644422445434	4.30654186270716	1.65826558513509e-05	0.00387702493804584	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	unclassified
RS	WC_vs_D2	5	52	511514	22.6479571424864	1.34382659456203	0.382749358051807	3.49978110875808	0.000465640349649326	0.0266847738837498	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Ellin5290	unclassified	unclassified	unclassified
RS	WC_vs_D2	5	52	141531	5.61379335438027	-0.221907615302173	1.01631006301516	-13.4252811324391	4.29949619599127e-41	6.406249332027e-38	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	906820	146.640488487496	-0.712908423989064	0.200281503123763	-3.55764045215549	0.000374201029227247	0.0232316472311916	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	unclassified
RS	WC_vs_D2	5	52	1062748	23.9040726138621	-1.59300054549811	0.382880838794315	-4.1354405196893	3.54274371403177e-05	0.00378245789649885	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	unclassified
RS	WC_vs_D2	5	52	531901	217.257227689466	3.18641972173222	0.718482061575709	4.52729313992052	5.97440370993372e-06	0.000989095725311249	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	895220	91.8491105848605	1.33965504317187	0.329140596225435	4.06518887788788	4.79935785528208e-05	0.00446940200273144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	unclassified
RS	WC_vs_D2	5	52	1106617	221.616621530016	1.82875991343954	0.517178668800295	3.54287370217804	0.000395792205591577	0.023589215453258	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	179879	201.027342892585	1.90180911933485	0.52359180650786	3.6242754198426	0.000289772686392375	0.0187722305532452	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	5	52	592970	101.089983193748	2.87157360415936	0.607882635102332	4.73008929352836	2.24421105793661e-06	0.000477696353760793	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
RS	WC_vs_D2	5	52	833216	3.3474042214648	3.48194028097557	0.984351042211635	3.37723752729097	0.000732177937365208	0.0341951580484142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
RS	WC_vs_D2	5	52	697479	2.54839923236599	-0.212569742274353	0.890298577439392	-5.2233120154844	1.75750876680714e-07	5.23737612508528e-05	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified
RS	WC_vs_D2	5	52	849683	144.480099735474	0.96033771339296	0.243973936146589	3.9351172378512	8.31560938065867e-05	0.00688347665398968	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	1120118	3.57955552562585	1.14854899280444	1.00924424371474	7.22219089723863	5.11565893795101e-13	3.81116590877351e-10	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	7346	23.9859858433179	3.88164367955763	0.906424579322877	3.96620756502205	7.3025274424907e-05	0.00640045052312421	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	lemoignei
RS	WC_vs_D2	5	52	635410	3.63782318935432	-0.301339157580158	1.01767594847201	-6.35286346055293	2.11343298895274e-10	1.04967171784653e-07	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	588703	36.636986354705	2.41968235707966	0.575749384089913	4.18189940815268	2.89083872470946e-05	0.00358945808318092	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D2	5	52	822419	5.86441482067288	2.31804295255907	0.66696653110742	3.35382009887477	0.00079704164860587	0.0349291781300808	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
RS	WC_vs_D2	5	52	745157	11.7456914637151	2.73687135531324	0.74751919732487	3.38136248629804	0.000721273245667027	0.0341951580484142	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	705559	4.15247986979902	3.78189688052321	0.97313825242957	3.79387308756029	0.000148315502434419	0.0105233380298707	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	141173	10.024259172528	2.96261613534928	0.904743569177504	3.29298371927939	0.000991302146323019	0.0410288943894805	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
RS	WC_vs_D2	5	52	1105514	38.1899685774735	3.65550932670358	0.879873847085864	4.13471285021283	3.55398728530093e-05	0.00378245789649885	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	unclassified
RS	WC_vs_D2	5	52	231136	3.45371498447106	3.27162723949234	0.932782371920391	3.47430468853858	0.000512179082453917	0.0272552440305835	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D2	5	52	4480305	4.75008324527986	3.6156353825336	0.994815527171158	3.67550305329996	0.000237381201665605	0.0160771813855342	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified
RS	WC_vs_D2	5	52	832844	50.5186465529354	1.28587107249041	0.329165732108609	3.90194895764913	9.54212817418899e-05	0.00748303735765347	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	128177	121.999476302395	0.912930748549141	0.265122971247361	3.44059864936144	0.000580428805621966	0.0298220317371286	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified
RS	WC_vs_D2	5	52	209202	3.48486297472155	0.281317075987369	0.897215510535758	3.37217721527173	0.000745764458861198	0.0341951580484142	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	unclassified
RS	WC_vs_D2	5	52	510182	10.613257469326	2.47066767233758	0.730659564687062	3.31271891442684	0.000923937866289405	0.0393333548791775	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
RS	WC_vs_D2	5	52	719367	52.5546074407753	3.69243252609524	0.84781193563617	4.2714838144491	1.94176622823693e-05	0.00263021061824821	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
RS	WC_vs_D2	5	52	590693	37.1097819372587	2.71971479103106	0.570746339006294	4.73302258656174	2.21200863294003e-06	0.000477696353760793	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
RS	WC_vs_D2	5	52	586230	5.33670652773553	2.33608082354588	0.701945217513518	3.27406200652367	0.0010601334564101	0.0426918608121905	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
RS	WC_vs_D2	5	52	231447	9.31359389067167	2.48133805886255	0.694528113167883	3.48467475829532	0.000492735577591563	0.0271917040967196	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	unclassified
RS	WC_vs_D2	5	52	868209	1.75390379908199	-3.0945967295412	0.910357537246619	-3.2434424428487	0.00118094668317434	0.0463055409981519	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	unclassified	unclassified	unclassified
RS	WC_vs_D2	5	52	148273	54.9119246773426	3.69480521421842	0.670036954515937	5.31598003224887	1.06084783394807e-07	3.95165818145657e-05	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
